restaurant_name,author,rating,text,time
公館薪僑園水源婚宴會館,YU-YANG LAI (Euan 小肥羊),5 顆星,有一陣子沒來了，烤鴨有驚艷到我,2 週前
公館薪僑園水源婚宴會館,羅苡佑,4 顆星,"🔸近公館捷運站4號出口的餐廳會館，適合辦桌宴客。
🔸服務積極良好，菜色視覺感也不錯。
🔸今天享用的9菜+1甜+1水果中，最推薦的是：
#咖哩焗海大蝦👍
咖哩香氣十足，與洋蔥拌炒非常香甜，蝦殼有簡單劃開，方便入口。咖哩醬搭配麵包非常好吃！

#孜然蹄腱腿拼麻油香雞油飯👍
份量十足的一道菜！啼腱外表看似來較乾，實際上外酥內彈嫩，火候非常剛好，也不會有腥味；油飯的麻油很酒味香濃，雞肉軟嫩份量多。

#清蒸海上鮮（魚）👍
新鮮細緻的鱸魚，簡單烹調就很美味。
🔸其餘菜色，像#蒜蓉蒸鮮鮑、#極品鮑佛跳牆、#芝麻糯米糍、#廣式燒味五福拼的外觀、份量和口味表現也都不錯！
🔸最後一道是#魷魚螺肉蒜燉全雞，這道風味蠻特別的～有海鮮、蒜頭、雞肉等多層次的味道。份量很紮實，然後因為前面湯品較少，建議這道排序上可以往前。",11 個月前
公館薪僑園水源婚宴會館,陳正炯,5 顆星,水源婚宴會館是一個氣氛、服務、餐點均優的餐廳，料理口味適合國人食用習慣，地點、交通均方便，是家庭聚會、好友聚餐的好場所。,5 個月前
公館薪僑園水源婚宴會館,李品賢,4 顆星,"懶包寫前面：好吃會推，不要被建築外觀騙了

烤鴨好吃，五吃也很多樣，鴨腿超油超爽，，要不是前面吃太多，後上的鴨肉粉絲煲也蠻入味
唯一鴨肉壽司捲不太行，他們值得各自的舞台
生魚片切很大片
炒飯個人覺得不太行，有點濕
腐皮春捲好吃，美乃滋很清爽涮嘴
小缺點是桌子太小，很容易太滿，上菜稍慢，以為沒了結果還有一半，差滴",1 年前
公館薪僑園水源婚宴會館,Vincent Tseng,5 顆星,火焰烤鴨很驚豔 一鴨五吃好吃又有趣 鮑魚 蒸魚 四季豆也都好吃,6 個月前
公館薪僑園水源婚宴會館,Chou Danching,5 顆星,"就是以前在福林橋忠誠路附近那間僑園，和記憶中的味道一樣，即使是酒席桌菜，一樣精緻美味可口。
今天是朋友推薦來吃火焰櫻桃鴨！一套6人吃有餘才4000多，超值超值！
桌邊現切的烤鴨+花壽司，及一盤帶皮鴨肉配全麥荷葉餅，接著一盤烤鴨腿！天啊太讚啦！每次看到店家把鴨腿拿去炒或者煮湯，都覺得好可惜，在這裡可以吃到鴨腿切盤！ 接著鴨鬆也是超級美味，鴨肉配蘋果丁、樹薯丁加上甜麵醬快炒，用新鮮生菜包裹著吃，太甜美了！軟殼蟹配美人腿快炒不鹹酥軟好吃，鴨肉米粉湯有滿滿的鴨肉和芋頭，湯頭濃郁香氣四溢，最後的一尾清蒸鮮魚，新鮮到魚頭都要啃乾淨😆加點一份烤透抽也是新鮮美味，餐後甜點更驚豔，芋頭蝦丸是店家招牌，真的很好吃。來這裡吃完，還可以去河濱公園走走，健康無負擔喔！",1 年前
公館薪僑園水源婚宴會館,Jay Liao,5 顆星,烤鴨近年越來越頂，看得出經營的用心，逐步成為我心目中的第一。,1 個月前
公館薪僑園水源婚宴會館,毛毛,4 顆星,"5千多元點了櫻桃鴨5吃，烤鴨本身有水準皮脆厚多汁，鴨鬆也不錯但有進步空間，軟殼蟹較鹹一些所以感覺少了一些鮮味。
壽司鴨不錯壽司本身口感可以再乾一些些。
總結櫻桃鴨本身是很值得品嚐，其餘附屬料理再精緻些，就非常完美了。",10 個月前
公館薪僑園水源婚宴會館,梁家齊,1 顆星,"本次籌備婚禮造成非常不舒服及不愉快的心情💔
1.2024年6月至會館參觀，基於對次會館口碑和親朋好友的信任，我們直接下訂沒有再去其他婚宴會館參觀，但直到2024年8月接到會館人員打來告知說，10月要辦婚禮商討細節，當下整個驚訝，以為弄錯時間，還好趕快確認✅是2025年10月婚禮，虛驚一場，但也讓我們對於你們會館的細心專業度有所疑慮？
2.2025年7月至會館討論婚禮細節，討論完後的隔週卻被告知主持人無故離職，心中覺得那先前花時間到會館討論相關細節是在哈囉👋嗎？不過至少黃經理有趕快幫我找尋主持人處理！算是有負責人的態度。
3.直到2025年9月要再次詢問婚禮細節時，才又告知黃經理身體不適要休息，更換美滿副總接洽，窗口臨時換人也都沒有事先告知，重點距離婚禮時間將近，讓人心裡感到不安也不很舒服！
（最後美滿告知董事長知道此事情，為表示誠意，婚宴不收取服務費），我們看在你們有誠意的份上也都接受了！
4.2025年9月28日至會館最後討論婚禮細節，美滿副總告知我們要給會館一盒喜餅和婚禮當天二位小管家紅包🧧，我們以為這是辦婚禮都要的禮數，但事後詢問親朋好友，大家都說第一次聽到這樣的事情，但為了大家的和氣，我們在婚禮前也都有準備餅和紅包。
5.2025年10月婚禮前，和美滿討論婚禮前一天佈置事宜，ㄧ下說由訂席中心負責，一下又說主持人負責，完全沒有安排好細節，讓我們10月24日婚禮前一天要過去佈置上一團混亂🤪，只能再次打電話和美滿副總做確認。
6.2025年10月24日（婚禮前一天），約定好至會館佈置，卻收到會館人員跟我們說美滿副總因身體不適離職了（我和我老公當下非常傻眼），當下看到我們的宴會廳座位表及桌上禮放好了，但座位表卻是錯誤的！桌上禮也都沒詢問過我們要怎麼放就自己放了！後來也是全部重印重用
今天我不管美滿是不是離職了，但總是要跟會館的人交接好所有的事情吧！更何況已經是婚禮前一天了欸😡
然後當天美滿下午還有打電話提醒我說要帶舒適的鞋子，卻沒有告知離職的事情！
7.2025年10月25日婚禮當天，最後一套送客衣服換好後，卻沒有小管家在旁協助整理禮服，我自己一個人走到背板前面，還是我請我老公呼喚小管家來幫忙整理衣服，當時小管家在整理打包物品，走過來我旁邊隨便拉了一下我的裙子說：你就站後面一點（臉很臭，講話口氣不佳）。
8.2025年10月25日婚禮當天，在送客結束時，我和老公連衣服都還沒換，東西也都還沒整理的當下，美滿副總就急著跑來和我總召算錢，重點是急著要餅和紅包，當下我們已經告知我知道了，等等就會處理，但美滿副總卻一直站在禮金桌前的這我們，是我們跟美滿副總說：我們已經說等等會處理了，你不要一直站在那邊，這樣我們壓力很大欸！她才先離開了！
但後來我要進新娘房換衣服時，美滿副總隨後跟進來，又開始跟我要餅和小管家紅包，當下我真的很生氣也很不舒服，所以我直接開罵！🤬🤬
給餅或紅包應是出自於新人為了感謝會館人員的幫忙而主動願意給，而不是由你們強迫的吧？試問給餅和紅包是一定要？必須要？還窮追不捨的要，真的很讓人生氣😤更何況從一開始碰到的一堆鳥事已經讓我們對你們會館的專業度大打折扣。
（最後餅當作讓你們沾喜氣，給了會館，但小管家紅包並沒有給）

以上，我希望你們看到這封信的高層人員能正式這次我們在你們婚宴會館辦婚禮所碰到的所有問題，跟下面基層人員的溝通毫無意義，希望你們能有所誠意。若你們選擇掩蓋這些事實不願意面對承擔，那麼我想大家有必要知道，這次在水源會館發生的所有事情和過程，讓大家評評理囉！",1 週前
公館薪僑園水源婚宴會館,Claire Lien,5 顆星,"婚宴結束後，賓客紛紛稱讚菜色好吃～
婚宴過程中，服務也很細心周到
也感謝婚企君君從婚宴前就很耐心地陪伴討論，婚宴當天也很好的帶領氣氛，協助許多事情。超級感謝！",1 週前
公館薪僑園水源婚宴會館,Steven Hsu 北極熊羽球,4 顆星,"鮑魚大顆新鮮~鴨肉壽司油脂很豐富~咖哩蝦很大隻
前菜也不馬虎
火烤鴨秀很精采
20250101二訪",上次編輯：11 個月前
公館薪僑園水源婚宴會館,Victoria,1 顆星,史上吃過最難吃的春酒，下次不會再來訂這家了，鮭魚炒飯根本像酸掉後來問了發現是沒有處理乾淨超有腥味吃起來很噁心，六點開始上菜大媽大姊們趕上菜吃到一半就來問還要不要請他等一下就不情願，三番兩次一直來趕整場吃最趕，也不幫忙換小盤直接收掉，態度可以再改善,9 個月前
公館薪僑園水源婚宴會館,武松,3 顆星,"安排財神爺節目讓賓客換紅包🧧
換到餐廳折價卷🤣🤣🤣🤣🤣

01/28停車塲無法用線上支付
大排長龍的繳費人龍
每台車硬生生的多繳了一個小時的停車費🤪",10 個月前
公館薪僑園水源婚宴會館,賴佳娪,4 顆星,"服務很好
片鴨讚讚
包廂空間很大👍",6 個月前
公館薪僑園水源婚宴會館,侯竣譯,5 顆星,今天吃烤鴨套餐，覺得還蠻好吃的，服務也不錯。一開始淋上高粱，點火後看起來很厲害。,8 個月前
公館薪僑園水源婚宴會館,Ben Lin,5 顆星,火烤片鴨是我目前吃過最好吃的沒有之一，還有上菜秀可看，生魚片切的很厚實新鮮，櫻花蝦高麗菜也很好吃，每樣菜都好吃。,9 個月前
公館薪僑園水源婚宴會館,aRRAN,4 顆星,調味較平淡，烤鴨是亮點，但鴨肉有點柴。,7 個月前
公館薪僑園水源婚宴會館,Miok Kimura,5 顆星,Highly recommend! 烤鴨餐真的很好吃，推推～❤️,8 個月前
公館薪僑園水源婚宴會館,王余,1 顆星,"港點完全不行
不好吃

結帳櫃檯說➕line好友打95折
現在加不能使用

要等下次才可使用
呃 感覺很差 超摳
95折又不是5折☺️

上菜年輕的服務人員態度很好👍
其他點不會考慮再來了",上次編輯：9 個月前
公館薪僑園水源婚宴會館,Nell Liao,5 顆星,"2024/8/24（六）

環境舒適、餐食好吃但價位屬於中上價位，想吃美食又想有舒適環境，這裡很適合！飯後有送甜湯。",1 年前
公館薪僑園水源婚宴會館,Joseph H,5 顆星,"2022/11/19家庭聚餐， （1）原菜單是特上刺身， 因家中有人不敢吃生魚片， 故改為一品大拼盤--好吃（2）魚翅佛跳牆--感覺普通（3）極汁醬子排及XO醬雙貝--好吃（4）茴香羊小排--好吃， 沒羊騷味（5）蒜泥帝王蟹湘粉--蟹腳尺寸雖然不大， 單節約10-12CM（因我曾在他處專賣店吃過單節30CM以上的， 但那樣單點整隻活蟹價位相對都在$1萬以上/隻， 所以不能苛求這裡的尺寸 ）， 但至少蟹腳肉的口感還算是Q彈不鬆散， 表示還算新鮮而不是有些餐廳是用冷凍到已經口感鬆散不新鮮的， 湘粉吸飽蟹汁及蒜香，好吃（6）蠔皇烏參黃金鮑--好吃（7）美味港點心--燒賣--好吃（8）干貝芽白燉雞湯--鮮甜好喝（9）清蒸龍虎斑--魚肉Q彈新鮮好吃，可惜顧著吃， 沒拍下照片（10）精緻甜點心--迷你蛋塔--好吃（11）蓬萊鮮水果--好吃。整體料理的鮮度/烹調/口味/擺盤都具水準， 且價格合理，服務也很好！較可惜的是這次沒訂到包廂（應該是接了婚宴已滿場）， 且這裡沒有提供用餐免費停車，但因離捷運公館站近， 交通便利，且週圍有收費的平面露天停車場$30/hr, 地下室內停車場$80/hr, 早點到停前者還算可接受 。家人一致稱讚值得再來！",上次編輯：3 年前
公館薪僑園水源婚宴會館,karen Chang,3 顆星,一直都喜歡這裡菜色，口味依然是熟悉好吃的，但這次服務人員跟以往相比素質需要再大改進，上羊排不給刀叉過一分鐘提醒才給，桌子滿時要換盤，A服務生對B服務生說要二款完全不同菜性的大盤合成一大盤，聽到後抗議才換成二個小盤，蘿蔔糕經同意併壽司盤蘿蔔糕還掉桌上再若無其事放上去，最後是個人小餐盤換乾淨盤一共8位只來6個空盤也沒再來換，上湯時也是一樣問題只上6個碗，另外二人是空氣嗎？但快吃飽也就沒再要求，這一連串奇葩事件讓人真的感覺很不舒服,3 年前
公館薪僑園水源婚宴會館,chengyi,2 顆星,"優點: 烤鴨不錯吃、片鴨秀也很有趣

缺點:
1.點的鮭魚被畫成鮪魚
2.預訂的1200佛跳牆在菜單上被記成2000的瑤柱佛跳牆(吃的是1200，但價錢卻收2000)。
3.預訂的4600套餐當天吃的時候少上兩道，後面說會補做等了半個小時。
4.結帳時因為要買餐卷而被櫃檯要求晚點結帳，其他客人也有購買餐卷卻只有我們被推遲快20分鐘。",2 個月前
公館薪僑園水源婚宴會館,林哲賢,5 顆星,"結婚的時候辦在這裡！
幾年之後回來聚餐一樣好吃！
環境又乾淨，又方便停車！",9 個月前
小蔬杭 絕對蔬食(台大二活店）,niina niina,3 顆星,"二更
第一次體驗很不錯
差不多一週特別帶長輩來
結果整個體驗蠻糟糕的
上菜時間非常非常的久
先上來涼拌小菜與炒飯和桂花芋頭甜點
直到炒飯吃完搭配的菜都還沒上
炒飯上桌也是涼的 後續蘿蔔糕上桌也不熱
整個主食都吃完後才上配飯的菜
松子炒飯 長輩吃一口就說松子不新鮮😞
很可惜 跟第一次差距甚大
=====
第一道海帶芽就清爽又美味
豆腐煲超級下飯 香椿抓餅很適合加顆蛋
蘿蔔糕吃的到蘿蔔絲 真材實料
酸菜鍋很大一鍋 食物都不像素食
每一道都很美味 人多可以點更多",上次編輯：4 個月前
小蔬杭 絕對蔬食(台大二活店）,渟渟,4 顆星,"gomaji 1320元
晚上5:30用餐》桂花蜜芋沒了改樹子苦瓜

吃美味x吃飽飽雙人饕客餐〈冷盤:枸杞川耳/桂花蜜芋/豆干海帶絲三選二+點心:黑松露燒賣/ 酸白菜春捲/招牌香椿餅 三選一+左宗棠雞一份+ 蘿蔓蔬鬆一份+松子什錦菜飯一份+竹笙百菇盅 二份〉

酸白菜春卷只有一條 ，整體來說：公館素食自助餐廳性價比較高，吃氣氛、分量少、擺盤需加強",6 個月前
小蔬杭 絕對蔬食(台大二活店）,王xuan,3 顆星,"桂花蜜芋 超級硬⋯硬到用湯匙基本上插不下去 反應過只說是昨天晚上放冰箱 有熟
但是一點都不綿密阿？！",3 個月前
小蔬杭 絕對蔬食(台大二活店）,Cynthia CC,5 顆星,"上菜速度非常快
吃的很開心
缺點可能是桌子太小，菜沒地方擺 哈
（店員會很貼心的來看看能不能幫你換小盤）

推薦：
蘿蔔糕、蔬鬆、老皮嫩肉、塔香杏菇、炸菇菇、蔥油餅",8 個月前
小蔬杭 絕對蔬食(台大二活店）,H JJ,2 顆星,先說猴菇松露滑蛋跟臭豆腐很好吃，但蜜芋頭中心完全沒透超硬不好吃，那天週五晚上19：30入座，雖然服務員有說營業到21點，20：30左右就開始要求先買單，但是20：50就開始關燈，真是不尊重還在座位的顧客，有那麼急著下班趕客人走嗎？原本很期待這家蔬食料理，但蠻失望的，不會再去了。,2 個月前
小蔬杭 絕對蔬食(台大二活店）,Amy Cheng,5 顆星,"小蔬杭絕對蔬食（台大二活店）是絕對值得一嚐美味的素食餐廳！

這家餐廳有幾項優點：

1. 主食種類繁多--炒飯、蒸餃、煎餅……，可滿足各種胃口。
2. 口感抓得準--鹹淡剛好，火候也正好，可以感受到主廚的用心作菜。
3. 價格適中--如果對點菜沒把握，餐廳備有已經配好的2人、4人、6人……不同人數的合菜，包括前菜（小菜）、主菜、湯品……，可省去自行點菜的麻煩。
4. 有包廂，也有大廳內的圓桌、方桌，方便不同人數的客人使用。

我們一行10人是作大廳圓桌，點6人份合菜，並加點兩盤翡翠蒸餃和四季豆蒸餃，吃得非常飽，大家對於菜色安排和口味咸感相當滿意！由於是台大校友，有校友證，故收費可打九折，剛好抵掉一成服務費，平均每人400元。

同學會已在此餐廳舉辦兩三次，每每盡興而歸，餐廳服務算是一流！",上次編輯：4 個月前
小蔬杭 絕對蔬食(台大二活店）,A L,5 顆星,環境舒適，餐點美味，配上一壺茶，很放鬆。,2 個月前
小蔬杭 絕對蔬食(台大二活店）,Shine Hsu,2 顆星,雖然大多餐點都不錯，但很意外的在松露炒飯中發現一隻小小強，差點被小孩吃下肚，希望店家能再多多注意！,5 個月前
小蔬杭 絕對蔬食(台大二活店）,佛客使,5 顆星,"蘇杭旗下的純素食餐廳
在台大二活的二樓，環境寬敞明亮
一直是附近聚餐的好選擇
疫情之前總之高朋滿座
可惜現在人潮不如以往

【猴頭菇松露滑蛋】猴頭菇甚有嚼勁
加上滑蛋與青豆，口感豐富，松露氣味十足
【臭豆腐馬蘭頭】算是招牌菜
將碎的臭豆腐包在腐皮中酥炸，是必點單品
【松子什錦飯】傳統的上海菜飯都較為油膩
而這裡的松子什錦飯，粒粒分明，十分爽口
【泰式蔬鬆】應該是要模仿蝦鬆的形式
不過蝦鬆吃得的蝦子的鮮甜與口感
這邊使用豆制素料，再用泰式的調味，反而別有一番風味
【飄香老燒蛋】冬粉與炒蛋搭配
【鮮菇翡翠羹】波菜、鴻喜菇加上枸杞的羹湯，味道很好
【香煎蔬菜餅】外皮酥脆很有特色
【蘿蔔糕】外酥內軟，分量紮實，非常有飽足感

環境舒適明亮，窗外就是羅斯福路，視野開闊",1 年前
小蔬杭 絕對蔬食(台大二活店）,bear snow,5 顆星,在臺大週邊，高雅舒適的蔬食餐廳，實屬少見！餐食與環境都很棒，服務人員也很熱誠。,2 個月前
小蔬杭 絕對蔬食(台大二活店）,黃郁庭,5 顆星,超級好吃，不吃素食的完全能接受，價格合理環境是舒服。,3 週前
小蔬杭 絕對蔬食(台大二活店）,林郁文,1 顆星,"限時1.5小時，但整體點餐速度、上菜速度都無法到位，我們用餐時間到1點，但是有三道菜12:45才上，根本來不及吃，時間到了立刻得離開。
這邊大多都是帶家人/長輩來吃，而且用餐費用也不低，整體機制需要調整。整個體驗滿失望的。
建議 1.不要接這麼多組客人 2.用餐時限改為2小時 3.引入QRcode點餐",5 個月前
小蔬杭 絕對蔬食(台大二活店）,jamie kung,5 顆星,第一次過來小蘇杭享用蔬食的餐廳，發現每一道菜都很精緻可口，金桔蕃茄美味必點，金桔加汁配上餐廳搭配的白開水，就完成了一道完美的金桔茶。口水藕片也很美味，翡翠素餃，除了蔬菜以外還包入粉絲，吃起來爽口驚艷。,9 個月前
小蔬杭 絕對蔬食(台大二活店）,Linda Fang,5 顆星,"從學生時代就一直很想來吃的店，可惜找不到飯搭子，這次終於圓夢了，雖然此時的我已經畢業XD

料理精緻好吃，蔬食料理吃起來輕盈又健康，是一種很棒的體驗～～

最喜歡的三道：菜飯、臭豆腐腐皮卷、驢打滾",1 年前
小蔬杭 絕對蔬食(台大二活店）,Dj Lei,4 顆星,很有水準的菜，餅是敗筆不合格（紅豆餅例外），上菜太慢，寵物有籃子可以來。,1 個月前
小蔬杭 絕對蔬食(台大二活店）,美美,2 顆星,"停車：停車需另外付費，自己找停車位
茶水：$30/人
服務費：另付1成（餐券內含服務費）
葷素別：有標示蛋素、全素、奶素
用餐時間：有限制，11:00去可吃到13：00（約2小時）
餐點性價比：份量迷你且味道尚可，可能還比不上一些外面麵點的店，如果純粹要吃氣氛聊天是可以的，就個人認為CP值不高。
本日點餐：蘿蔔糕、素餃、蘿蔓蔬鬆、香煎蔬菜鍋餅、2人蔬食經典套餐（套餐蘿蔔糕只有一塊）
套餐中的香椿餅：很小片，而且主要是麵粉皮，沒太多香椿，有種吃麵粉皮和油的香氣而已
蘿蔔糕：雖然主打厚度高，但僅限高度，寬度是一般，量也少，單點有3塊，雙人套餐的只有一塊，口感吃得出是蘿蔔做的，但不是紮實的，而是偏鬆口感
素餃：口味普通，菜單上已經移除大家推的湯餃了。
芋頭糕：菜單有，但店家說沒有。
香煎蔬菜鍋餅：不錯，但一樣份量很小。
驢打滾（甜點）：很迷你，與我的指甲比，差不多大。",1 年前
小蔬杭 絕對蔬食(台大二活店）,洪晟庭,5 顆星,"菜色多到難以選擇的素食餐廳-小蔬杭

這次嘗七道菜：
「臭味相投」沒有很入味，不過香菇很好吃；
「臭豆腐馬蘭頭 」確實如文案所說的，入口即化，有臭豆腐的氣味，值得品嘗的點心；
「四季美人蒸餃」要小心湯汁燙口，顏色好看；
「黑松露燒賣」感覺松露味沒有很明顯；
「招牌香椿餅」小巧可愛，香椿味濃郁；
「松子什錦菜飯」必點，松子畫龍點睛、香氣四溢，值得一嘗；
「泰式冬蔭功」猴頭菇份量多、豆腐軟嫩，很有異國風味的湯頭。

建議事先預約，客人很多，服務生有時忙不過來，須耐心等候。

小蔬杭 絕對蔬食 台大二活店
台北市大安區羅斯福路四段85號二樓(台大第二活動中心)",1 年前
小蔬杭 絕對蔬食(台大二活店）,Randy Chen,3 顆星,用餐環境乾淨明亮，如店家介紹餐點口味偏向健康原味略為清淡。菜色算中規中舉感覺適合老人家。看菜色名字很特別，但口味個人覺得無特別的記憶點 。或許是對素食港點保抱持太多期待， 感覺餐點料理缺少食材調味的堆疊。吃完最喜歡的應該是蜜香芋頭甜這道算不錯。,2 年前
小蔬杭 絕對蔬食(台大二活店）,洪意築,5 顆星,人潮很多，上菜速度很快，不會讓我們餓到！店員好漂亮😍😍😍😍,7 個月前
小蔬杭 絕對蔬食(台大二活店）,LinHua,3 顆星,"慕名而來東西不錯吃，但就算有空位沒人預約沒人坐，按規定用餐人數不夠也不能選圓桌（當天我們是六人只能坐方桌，但長輩很希望可以坐圓桌，經協商仍然不同意，只是覺得實際空圓桌好幾張，不能彈性處理很可惜）。茶資一人30元，服務員很忙可能人手不足要提醒服務員協助加熱水。

這次是用餐卷再加點，實際結帳總金額也是近3600等於一個人600。吃完後表姐檢視結帳單才發現少一道菜（沒上菜但是有被劃掉），投訴後很爽快補上菜，但是詢問表姐才知道原來上次表姐她們來吃也是發生同樣的情形所以她才會核對。",2 年前
小蔬杭 絕對蔬食(台大二活店）,Timmy Chi-Chun Chou,3 顆星,"說實在滿失望的，因為本人去過蘇杭幾次，所以以為小蔬杭也會令人滿意，殊不知完全不是～

雖然味道還不錯，但個人認為其他方面都有待加強，以其價位，這份量這麼小，味道應該更令人驚艷些；湯包餡料不錯吃，但並無甚麼湯⋯藕片更是非常一般；黃金豆腐煲還不錯，但以其他同類型蔬食餐廳的標準（e.g. 北平金廚、心齋、禪風茶樓等），味道又相差甚遠（剛列舉的餐廳不一定有鹹蛋黃豆腐煲，這邊用以類指相似價位下的份量與味道）。 只有上海松紫菜飯好吃，這點到無話可說～

最後是服務，大部分服務人員都是搬著一張臉，只有少數笑笑的，就連有道菜等好久提醒3次才上，上時態度也是「哦」⋯

雖然這家餐廳憑良心說會是蔬食者的好餐廳之一，但個人是沒有太大興趣再來造訪⋯",3 年前
小蔬杭 絕對蔬食(台大二活店）,心享事成,5 顆星,"抵達餐廳 入座 點上一壺
香濃菊普茶 $30.

必點

冷盤😋
酸甜厚味的金桔番茄$128.
川味麻香的口水藕片$188.

點心😁
這道
皮酥內嫩的厚蘿蔔糕$180. 直接 將第一名 換位
—————————
美食使
世界展望出 醇厚厚美的😍

蘿蔔糕份量 太足 一整個逐漸 飽
接下來 熱菜 湯

有做菜的人類 幾乎能熬出的美味
竹笙百菇湯 $118.

這麵點功夫豪鮮
蔬菜鍋餅 煎香酥 $160.

份量不多 黏若的米粒 與麻油 $260.
花青素極高的 超級食物 🍆 $280.

店內四大天王之一的
臭豆腐馬蘭頭$230.
—————————
這家餐廳 用餐完畢 不會渴 挺讚👍
厚醇的美❤️",1 年前
小蔬杭 絕對蔬食(台大二活店）,Nell Liao,5 顆星,"2023/6/21（三）

全部都是蔬食，覺得很健康好吃！
很多道菜都有加枸杞及堅果。
覺得偶爾吃蔬食真的很好！
減少碳排量又可以讓身體健康，
重點是這家的料理調味都很好吃！
這間餐廳整體氛圍讓人覺得很舒服，
包廂的基本低消是$6000。",2 年前
小蔬杭 絕對蔬食(台大二活店）,吳姿萾,1 顆星,"今天中午到這家餐廳用餐，11:30進去用餐到一點、之後要外帶，服務員用超差的態度拒絕，態度真的超差，說我們有告知最後點餐時間，我們一桌都沒有接收到通知⋯隔壁桌一點進來也在點餐，為什麼外帶也不行呢？明明還在營業時間，是有多不想接單
貴餐廳的教育訓練真的要再加強欸⋯",1 個月前
小蔬杭 絕對蔬食(台大二活店）,Alice Huang,4 顆星,"2024/8/4
吃過幾次，食物好吃😋飄香老燒蛋是吃過最好吃，第一名👍茄香煲味道也好吃😋醬可以加入粥裡面也可以沾蒸餃。四季豆蒸餃口感比較紮實，味道不錯。山藥芡實粥料好多，口味很清淡，非常好吃😋如果覺得清淡可以加一點醬汁。蘿蔔糕雖然只有三塊，但份量很大，比別人多一倍。口感比較偏軟。
唯一需要改進的是服務，建議網路訂位也可以開放當天訂位，會比電話來的便利。另外，如果早到，餐廳裡面有空位可以先入坐會比較貼心吧畢竟外面很熱沒有冷氣啊。
還有飯後甜點要谷歌評論五顆星才給，記得之前來吃桌菜好像是直接贈送。
真正寫評論的人沒吃到，因為不出賣自己的真實評論。其實店家食物好吃，服務好，最真實的評論就是最好的宣傳。我們喜歡看谷歌評論的人也可以分辨真假。",上次編輯：1 年前
小蔬杭 絕對蔬食(台大二活店）,yu hung,4 顆星,"很多道菜都很到位、很驚艷！
每一道小菜都非常好吃
素炒以桃膠跟鳥蛋入菜，有創意
文思豆腐精緻口感細緻
乾鍋時蔬非常夠味
美人餃鮮美好吃
值得推薦！

建議：
1.玉葉香鬆的食材可以用杏鮑菇或其他天然食材取代加工食材，口味略顯平淡沒有特色！
2.黑金包的麵皮較蓬鬆，口感不夠！
3.燕麥胡椒濃湯的食材是否有較天然的食材取代素料？",1 年前
小蔬杭 絕對蔬食(台大二活店）,林鈺添,5 顆星,初次發現的素食餐廳（純素&蛋奶素），附近臨台大公館平面停車場，開車騎車都方便，坐捷運也是公館站2號出口兩分鐘就到。用餐環境優雅明亮，大片落地窗視野好，每桌距離間隔大，服務客氣專業。由於是母親節，以桌菜合菜方式呈現，無論是冷盤還是熱食，皆新鮮美味又好吃，樣樣都令人稱讚，份量多，還打包好多佳餚，真心推薦的好素食餐廳。,1 年前
小蔬杭 絕對蔬食(台大二活店）,Stephen Lai,4 顆星,一個人來用餐，服務很好，點了蒸餃、厚煎咯蔔糕、蔬菜煎餅、百菇盅，都不錯吃，會再回訪。,6 個月前
小蔬杭 絕對蔬食(台大二活店）,張柏謙,5 顆星,帶家人來吃的素食餐廳，餐點我們是點系列套餐，5人吃4人套餐$2000出頭還是很飽，料理的用心與精緻都呈現在照片上，無障礙升降梯也感受到他們的用心！,1 年前
小蔬杭 絕對蔬食(台大二活店）,Huang waterboyuuu,5 顆星,"入口不太好找
兩人套餐價格算平價
竹笙鮮菇湯味道很濃郁
蔬鬆也很好吃（裡面有加可樂果，意外的搭）
唯一的敗筆是菜飯裡面竟然是青豆而不是毛豆XDD這個真的不行欸",1 年前
小蔬杭 絕對蔬食(台大二活店）,Chi Chi,5 顆星,"1、臭豆腐馬蘭頭：外皮酥脆，內餡料軟嫩，搭配得宜，鹹香開胃。必吃。
2、黃金豆腐煲：雞蛋豆腐包覆著醬很很下飯。推
3、桂花蜜芋頭：充滿桂花香，搭配著芋頭酥軟，提升了芋頭的香氣跟甜度。讚
4、鮮菇翡翠羹：擁有菇的脆甜跟滑嫩的口感，好喝。
5、山藥芡實粥：南瓜熬的底湯，加上山藥本身的滑嫩，吃起來很順口，吃得到食物的原味感，挺養生的，棒。
6、松子什錦菜飯：炒得適中，搭配少許松子跟葉菜，還算不錯吃。
用餐環境舒適，有圓桌跟方桌，也有幾桌是靠窗位置。
7、蘿蔔糕，蘿蔔味食足，還吃得到蘿蔔絲，紮實的口感。
8、芋香粉絲煲，冬粉吸入湯汁非常入味好吃，微辣口感，很開胃。",上次編輯：1 年前
小蔬杭 絕對蔬食(台大二活店）,黃郁翔,5 顆星,"哇！原來不愛吃素食的我，真的被這一盤盤素菜給驚豔到了，生菜沙拉有可愛的果汁泡泡，香椿酥餅香又酥，烤白菜外酥內脆，真的太好吃了,師傅手藝好，服務又好，值得再去造訪。",1 個月前
小蔬杭 絕對蔬食(台大二活店）,Y.T Hsu,5 顆星,川味素水煮無敵好吃，對吃辣的我們非常過癮，非常飽足且美味，此餐點非常特別。另外金桔番茄小小孩特別喜歡，非常推薦。,1 年前
小蔬杭 絕對蔬食(台大二活店）,ユンロン,5 顆星,喜宴試菜，家人們稱讚氣氛好、餐點好吃又澎派豐盛，很滿足，還有我們喝了好多的茶🤣，非常感謝老闆及員工們忙進忙出，✨🤩很適合家庭、朋友聚餐。,2 年前
